ADDRESS,LATITUDE,LONGITUDE,ALTITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,2060 Med,Damage 2060,Damage Done 60,LOT SIZE,CITY,COUNTY,LIST PRICE,ZIP CODE,year
2360 ALTON RD,25.802794,-80.138605,0.6,7.2,11,102517.6733,846482.3267,21,227496.1828,721503.8172,10695.63624,Miami Beach,Miami-Dade County,949000,33140,2015
2201 COLLINS AV,25.797735,-80.127291,5,60,11,102517.6733,846482.3267,21,227496.1828,721503.8172,10695.63624,Miami Beach,Miami-Dade County,949000,33139,2014
3 ISLAND AV,25.790996,-80.149694,0.3,3.6,11,102517.6733,832482.3267,21,227496.1828,707503.8172,10695.63624,Miami Beach,Miami-Dade County,935000,33139,2015
1024 Lenox Ave,25.780987,-80.140052,3.6,43.2,11,102517.6733,832482.3267,21,227496.1828,707503.8172,10695.63624,Miami Beach,Miami-Dade County,935000,33139,2018
208 JEFFERSON AV,25.771397,-80.1374,0.3,3.6,11,102517.6733,832482.3267,21,227496.1828,707503.8172,10695.63624,Miami Beach,Miami-Dade County,935000,33139,2014
1509 NE 12 PL,25.790654,-80.130046,7.7,92.4,11,102517.6733,826482.3267,21,227496.1828,701503.8172,10695.63624,Miami Beach,Miami-Dade County,929000,33139,2015
50 BISCAYNE BL,25.774576,-80.187423,7.1,85.2,11,102517.6733,822482.3267,21,227496.1828,697503.8172,10695.63624,Miami,Miami-Dade County,925000,33132,2015
495 Brickell Ave,25.768309,-80.18853,5,60,11,102517.6733,822482.3267,21,227496.1828,697503.8172,10695.63624,Miami,Miami-Dade County,925000,33131,2014
901 BRICKELL KEY BL,25.764828,-80.189567,3.3,39.6,11,102517.6733,821382.3267,21,227496.1828,696403.8172,10695.63624,Miami,Miami-Dade County,923900,33131,2015
1339 S VENETIAN WY,25.790257,-80.168054,7.1,85.2,11,102517.6733,816482.3267,21,227496.1828,691503.8172,10695.63624,Miami Beach,Miami-Dade County,919000,33139,2014
325 MERIDIAN AV,25.773099,-80.135695,0.3,3.6,11,102517.6733,812482.3267,21,227496.1828,687503.8172,10695.63624,Miami Beach,Miami-Dade County,915000,33139,2015
330 E San Marino Dr,25.792225,-80.162765,1.8,21.6,11,69012,830988,21,153144,746856,7200,Miami Beach,Miami-Dade County,900000,33139,2019
520 Brickell Key Dr,25.767103,-80.184158,0.3,3.6,11,102517.6733,796482.3267,21,227496.1828,671503.8172,10695.63624,Miami,Miami-Dade County,899000,33131,2019
2112 Alton Rd,25.79951,-80.138516,3,36,11,70162.2,824837.8,21,155696.4,739303.6,7320,Miami Beach,Miami-Dade County,895000,33140,2018
836 Espanola Way,25.786657,-80.137207,0.3,3.6,11,37381.5,857618.5,21,82953,812047,3900,Miami Beach,Miami-Dade County,895000,33139,2018
3070 Alton Rd,25.807861,-80.13722,3.3,39.6,11,70277.22,819722.78,21,155951.64,734048.36,7332,Miami Beach,Miami-Dade County,890000,33140,2018
145 NE 22nd St,25.798265,-80.191829,13.9,166.8,11,47925,832075,21,106350,773650,5000,Miami,Miami-Dade County,880000,33137,2018
137 NE 22nd St,25.798262,-80.191979,0.3,3.6,11,47925,832075,21,106350,773650,5000,Miami,Miami-Dade County,880000,33137,2016
208 JEFFERSON AV,25.771397,-80.1374,4.2,50.4,11,102517.6733,776482.3267,21,227496.1828,651503.8172,10695.63624,Miami Beach,Miami-Dade County,879000,33139,2014
540 WEST AV,25.775775,-80.142225,13.9,166.8,11,102517.6733,762482.3267,21,227496.1828,637503.8172,10695.63624,Miami Beach,Miami-Dade County,865000,33139,2014
208 Jefferson Ave,25.771397,-80.1374,5,60,11,102517.6733,757482.3267,21,227496.1828,632503.8172,10695.63624,Miami Beach,Miami-Dade County,860000,33139,2016
3164 Sheridan Ave,25.808692,-80.129191,13.9,166.8,11,102517.6733,756482.3267,21,227496.1828,631503.8172,10695.63624,Miami Beach,Miami-Dade County,859000,33140,2016
1224 Michigan Avenue,25.783321,-80.138906,13.9,166.8,11,71887.5,778112.5,21,159525,690475,7500,Miami Beach,Miami-Dade County,850000,33139,2017
335 S BISCAYNE BL,25.771612,-80.185408,10.5,126,11,102517.6733,747482.3267,21,227496.1828,622503.8172,10695.63624,Miami,Miami-Dade County,850000,33131,2014
2201 COLLINS AV,25.797735,-80.127291,5,60,11,102517.6733,732482.3267,21,227496.1828,607503.8172,10695.63624,Miami Beach,Miami-Dade County,835000,33139,2013
90 Alton Rd,25.769795,-80.138372,5,60,11,102517.6733,727482.3267,21,227496.1828,602503.8172,10695.63624,Miami Beach,Miami-Dade County,830000,33139,2018
423 W 30th St,25.806812,-80.129438,7.1,85.2,11,64698.75,760301.25,21,143572.5,681427.5,6750,Miami Beach,Miami-Dade County,825000,33140,2017
3034 Sheridan Ave,25.807182,-80.129187,5,60,11,60644.295,764355.705,21,134575.29,690424.71,6327,Miami Beach,Miami-Dade County,825000,33140,2016
3020 ALTON RD,25.807258,-80.137867,7.1,85.2,11,102517.6733,722482.3267,21,227496.1828,597503.8172,10695.63624,Miami Beach,Miami-Dade County,825000,33140,2014
1231 15 Terrace,25.853623,-80.15768,13.9,166.8,11,102517.6733,696482.3267,21,227496.1828,571503.8172,10695.63624,Miami Beach,Miami-Dade County,799000,33139,2017
82 NW 28 ST,25.802789,-80.196709,5,60,11,102517.6733,692982.3267,21,227496.1828,568003.8172,10695.63624,Miami,Miami-Dade County,795500,33127,2015
828 4 ST,25.773459,-80.136682,2.6,31.2,11,102517.6733,692482.3267,21,227496.1828,567503.8172,10695.63624,Miami Beach,Miami-Dade County,795000,33139,2015
1853 Jefferson Ave,25.794727,-80.137616,2.3,27.6,11,102517.6733,686482.3267,21,227496.1828,561503.8172,10695.63624,Miami Beach,Miami-Dade County,789000,33139,2017
100 LINCOLN RD,25.79045,-80.129027,9.1,109.2,11,102517.6733,682482.3267,21,227496.1828,557503.8172,10695.63624,Miami Beach,Miami-Dade County,785000,33139,2013
3166 Royal Palm Ave,25.808823,-80.130315,5,60,11,71887.5,707112.5,21,159525,619475,7500,Miami Beach,Miami-Dade County,779000,33140,2018
1853 Jefferson Ave,25.794727,-80.137616,5,60,11,102517.6733,662482.3267,21,227496.1828,537503.8172,10695.63624,Miami Beach,Miami-Dade County,765000,33139,2017
1853 JEFFERSON AV,25.794727,-80.137616,5,60,11,102517.6733,656482.3267,21,227496.1828,531503.8172,10695.63624,Miami Beach,Miami-Dade County,759000,33139,2015
160 NW 30th St,25.804778,-80.198878,5,60,11,66136.5,683863.5,21,146763,603237,6900,Miami,Miami-Dade County,750000,33127,2016
59 NW 28 ST,25.803295,-80.196265,3.6,43.2,11,102517.6733,647482.3267,21,227496.1828,522503.8172,10695.63624,Miami,Miami-Dade County,750000,33127,2014
127 NW 27 ST,25.802439,-80.19777,5.7,68.4,11,102517.6733,647482.3267,21,227496.1828,522503.8172,10695.63624,Miami,Miami-Dade County,750000,33127,2014
50 NW 26 ST,25.801353,-80.196052,4.3,51.6,11,102517.6733,646982.3267,21,227496.1828,522003.8172,10695.63624,Miami,Miami-Dade County,749500,33127,2014
1853 JEFFERSON AV,25.794727,-80.137616,13.9,166.8,11,102517.6733,646482.3267,21,227496.1828,521503.8172,10695.63624,Miami Beach,Miami-Dade County,749000,33139,2015
3185 ROYAL PALM AV,25.809016,-80.129604,5,60,11,102517.6733,643481.3267,21,227496.1828,518502.8172,10695.63624,Miami,Miami-Dade County,745999,33140,2014
518 W 30th St,25.806278,-80.13058,5,60,11,56551.5,678448.5,21,125493,609507,5900,Miami Beach,Miami-Dade County,735000,33140,2017
495 BRICKELL AV,25.768309,-80.18853,3.6,43.2,11,102517.6733,627482.3267,21,227496.1828,502503.8172,10695.63624,Miami,Miami-Dade County,730000,33131,2015
1226 Lenox Ave,25.783287,-80.140102,7.5,90,11,71887.5,643012.5,21,159525,555375,7500,Miami Beach,Miami-Dade County,714900,33139,2018
7401 BEACH VW DR,25.844462,-80.156997,4,48,11,102517.6733,597482.3267,21,227496.1828,472503.8172,10695.63624,North Bay Village,Miami-Dade County,700000,33141,2013
325 Meridian Ave,25.773099,-80.135695,13.9,166.8,11,102517.6733,596982.3267,21,227496.1828,472003.8172,10695.63624,Miami Beach,Miami-Dade County,699500,33139,2017
1749 NE MIAMI CT,25.792124,-80.193565,0.3,3.6,11,102517.6733,596482.3267,21,227496.1828,471503.8172,10695.63624,Miami,Miami-Dade County,699000,33132,2015
950 Brickell Bay Dr,25.76501,-80.190169,13.9,166.8,11,102517.6733,596482.3267,21,227496.1828,471503.8172,10695.63624,Miami,Miami-Dade County,699000,33131,2017
619 Meridian Ave,25.776246,-80.135788,5,60,11,102517.6733,596482.3267,21,227496.1828,471503.8172,10695.63624,Miami Beach,Miami-Dade County,699000,33139,2016
650 WEST AV,25.776871,-80.142521,13.9,166.8,11,102517.6733,596482.3267,21,227496.1828,471503.8172,10695.63624,Miami,Miami-Dade County,699000,33139,2014
1100 BISCAYNE BL,25.785026,-80.189605,13.9,166.8,11,102517.6733,587259.3267,21,227496.1828,462280.8172,10695.63624,Miami,Miami-Dade County,689777,33132,2015
945 Jefferson Ave,25.780222,-80.137043,2.5,30,11,102517.6733,582482.3267,21,227496.1828,457503.8172,10695.63624,Miami Beach,Miami-Dade County,685000,33139,2016
300 Euclid Av,25.7726,-80.135187,5,60,11,102517.6733,576482.3267,21,227496.1828,451503.8172,10695.63624,Miami Beach,Miami-Dade County,679000,33139,2018
74 NW 26 ST,25.801337,-80.196507,1.1,13.2,11,102517.6733,547482.3267,21,227496.1828,422503.8172,10695.63624,Miami,Miami-Dade County,650000,33127,2014
3 Island Ave,25.790996,-80.149694,7.6,91.2,11,102517.6733,547482.3267,21,227496.1828,422503.8172,10695.63624,Miami Beach,Miami-Dade County,650000,33139,2019
11 ISLAND AV,25.78958,-80.147769,13.9,166.8,11,102517.6733,547482.3267,21,227496.1828,422503.8172,10695.63624,Miami Beach,Miami-Dade County,650000,33139,2015
58 NW 26 ST,25.801348,-80.196205,1.1,13.2,11,102517.6733,546982.3267,21,227496.1828,422003.8172,10695.63624,Miami,Miami-Dade County,649500,33127,2014
945 Jefferson Ave,25.780222,-80.137043,7.1,85.2,11,102517.6733,532482.3267,21,227496.1828,407503.8172,10695.63624,Miami Beach,Miami-Dade County,635000,33139,2016
3141 SHERIDAN AV,25.808199,-80.128582,8.2,98.4,11,102517.6733,532082.3267,21,227496.1828,407103.8172,10695.63624,Miami Beach,Miami-Dade County,634600,33140,2014
888 BRICKELL KEY DR,25.76927,-80.184913,3.4,40.8,11,102517.6733,527482.3267,21,227496.1828,402503.8172,10695.63624,Miami,Miami-Dade County,630000,33131,2014
475 BRICKELL AV,25.769084,-80.188605,13.9,166.8,11,102517.6733,510982.3267,21,227496.1828,386003.8172,10695.63624,Miami,Miami-Dade County,613500,33131,2015
101 NE 20th St,25.795852,-80.192617,8.2,98.4,11,23962.5,586037.5,21,53175,556825,2500,Miami,Miami-Dade County,610000,33137,2017
3 ISLAND AV,25.790996,-80.149694,5,60,11,102517.6733,497382.3267,21,227496.1828,372403.8172,10695.63624,Miami Beach,Miami-Dade County,599900,33139,2015
1330 West Ave,25.784707,-80.143256,0.3,3.6,11,102517.6733,496982.3267,21,227496.1828,372003.8172,10695.63624,Miami Beach,Miami-Dade County,599500,33139,2019
1717 N BAYSHORE DR,25.791584,-80.186176,4.9,58.8,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami,Miami-Dade County,599000,33132,2015
1036 Ocean Dr,25.781246,-80.130759,0.3,3.6,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami Beach,Miami-Dade County,599000,33139,2018
3 Island Ave,25.790996,-80.149694,5,60,11,102517.6733,492482.3267,21,227496.1828,367503.8172,10695.63624,Miami Beach,Miami-Dade County,595000,33139,2019
73 NW 27 ST,25.802483,-80.196548,13.9,166.8,11,102517.6733,487497.3267,21,227496.1828,362518.8172,10695.63624,Miami,Miami-Dade County,590015,33127,2014
600 NE 27,25.802745,-80.186615,13.9,166.8,11,102517.6733,487482.3267,21,227496.1828,362503.8172,10695.63624,Miami,Miami-Dade County,590000,33137,2016
460 NE 28,25.813153,-80.191714,2.2,26.4,11,102517.6733,482482.3267,21,227496.1828,357503.8172,10695.63624,Miami,Miami-Dade County,585000,33137,2015
50 BISCAYNE BL,25.774576,-80.187423,5,60,11,102517.6733,482482.3267,21,227496.1828,357503.8172,10695.63624,Miami,Miami-Dade County,585000,33132,2014
325 MERIDIAN AV,25.773099,-80.135695,3.4,40.8,11,102517.6733,482382.3267,21,227496.1828,357403.8172,10695.63624,Miami Beach,Miami-Dade County,584900,33139,2014
619 MERIDIAN AVE,25.776246,-80.135788,13.9,166.8,11,102517.6733,476482.3267,21,227496.1828,351503.8172,10695.63624,Miami Beach,Miami-Dade County,579000,33139,2015
900 BISCAYNE BL,25.783294,-80.189595,0.3,3.6,11,102517.6733,472482.3267,21,227496.1828,347503.8172,10695.63624,Miami,Miami-Dade County,575000,33132,2015
734 Michigan Ave,25.777698,-80.13874,1.4,16.8,11,102517.6733,472482.3267,21,227496.1828,347503.8172,10695.63624,Miami Beach,Miami-Dade County,575000,33139,2017
437 W 31st St,25.80769,-80.129857,5,60,11,58708.125,510291.875,21,130278.75,438721.25,6125,Miami Beach,Miami-Dade County,569000,33140,2017
120 NW 28 ST,25.802757,-80.197631,8.4,100.8,11,102517.6733,457482.3267,21,227496.1828,332503.8172,10695.63624,Miami,Miami-Dade County,560000,33127,2014
210 Washington Ave,25.771433,-80.13521,4.7,56.4,11,102517.6733,447482.3267,21,227496.1828,322503.8172,10695.63624,Miami Beach,Miami-Dade County,550000,33139,2016
1017 MERIDIAN AV,25.781014,-80.13594,0.9,10.8,11,102517.6733,446482.3267,21,227496.1828,321503.8172,10695.63624,Miami Beach,Miami-Dade County,549000,33139,2014
865 COLLINS AV,25.779171,-80.131687,1.6,19.2,11,102517.6733,437482.3267,21,227496.1828,312503.8172,10695.63624,Miami Beach,Miami-Dade County,540000,33139,2015
722 NW 10th St,25.78326,-80.207399,13.9,166.8,11,57989.25,462010.75,21,128683.5,391316.5,6050,Miami,Miami-Dade County,520000,33136,2017
1017 MERIDIAN AV,25.781014,-80.13594,0.3,3.6,11,102517.6733,416482.3267,21,227496.1828,291503.8172,10695.63624,Miami Beach,Miami-Dade County,519000,33139,2014
3 Island Ave,25.790996,-80.149694,2.9,34.8,11,102517.6733,412482.3267,21,227496.1828,287503.8172,10695.63624,Miami Beach,Miami-Dade County,515000,33139,2018
3 Island Ave,25.790996,-80.149694,0.3,3.6,11,102517.6733,407482.3267,21,227496.1828,282503.8172,10695.63624,Miami Beach,Miami-Dade County,510000,33139,2017
92 NW 27 ST,25.802029,-80.196836,3.3,39.6,11,102517.6733,397482.3267,21,227496.1828,272503.8172,10695.63624,Miami,Miami-Dade County,500000,33127,2014
834 OCEAN DR,25.778687,-80.131334,8.3,99.6,11,102517.6733,397481.3267,21,227496.1828,272502.8172,10695.63624,Miami Beach,Miami-Dade County,499999,33139,2014
55 SE 6 ST,25.768223,-80.191396,3.2,38.4,11,102517.6733,396482.3267,21,227496.1828,271503.8172,10695.63624,Miami,Miami-Dade County,499000,33131,2014
510 OCEAN DR,25.774992,-80.132144,3.6,43.2,11,102517.6733,396482.3267,21,227496.1828,271503.8172,10695.63624,Miami Beach,Miami-Dade County,499000,33139,2015
3333 NW 6 AV,25.808021,-80.205209,5,60,11,102517.6733,392482.3267,21,227496.1828,267503.8172,10695.63624,Miami,Miami-Dade County,495000,33127,2014
2001 MERIDIAN AV,25.796776,-80.135786,5,60,11,102517.6733,392482.3267,21,227496.1828,267503.8172,10695.63624,Miami Beach,Miami-Dade County,495000,33139,2014
500 Brickell,25.768294,-80.190315,13.9,166.8,11,102517.6733,392482.3267,21,227496.1828,267503.8172,10695.63624,Miami,Miami-Dade County,495000,33131,2015
335 S BISCAYNE BL,25.771612,-80.185408,3.3,39.6,11,102517.6733,387482.3267,21,227496.1828,262503.8172,10695.63624,Miami,Miami-Dade County,490000,33131,2015
90 SW 3rd St,25.77031,-80.195202,3.5,42,11,102517.6733,382482.3267,21,227496.1828,257503.8172,10695.63624,Miami,Miami-Dade County,485000,33130,2016
335 S BISCAYNE BL,25.771612,-80.185408,1.8,21.6,11,102517.6733,381982.3267,21,227496.1828,257003.8172,10695.63624,Miami,Miami-Dade County,484500,33131,2014
600 NE 27th St,25.802768,-80.186579,0.3,3.6,11,102517.6733,376482.3267,21,227496.1828,251503.8172,10695.63624,Miami,Miami-Dade County,479000,33137,2018
73 NW 26 ST,25.801754,-80.196521,4,48,11,102517.6733,372482.3267,21,227496.1828,247503.8172,10695.63624,Miami,Miami-Dade County,475000,33127,2014
45 SW 9th St,25.765582,-80.19409,2.6,31.2,11,102517.6733,372382.3267,21,227496.1828,247403.8172,10695.63624,Miami,Miami-Dade County,474900,33130,2018
1500 BAY RD,25.786284,-80.144285,4.1,49.2,11,102517.6733,366482.3267,21,227496.1828,241503.8172,10695.63624,Miami Beach,Miami-Dade County,469000,33139,2014
86 NW 33rd St,25.807234,-80.197009,5,60,11,102517.6733,357482.3267,21,227496.1828,232503.8172,10695.63624,Miami,Miami-Dade County,460000,33127,2016
75 NW 33rd St,25.807654,-80.196886,2.6,31.2,11,47925,402075,21,106350,343650,5000,Miami,Miami-Dade County,450000,33127,2017
3030 NW 1st Ave,25.80548,-80.19749,5,60,11,46295.55,403704.45,21,102734.1,347265.9,4830,Miami,Miami-Dade County,450000,33127,2017
3026 NW 1st av,25.805362,-80.197486,13.9,166.8,11,102517.6733,347482.3267,21,227496.1828,222503.8172,10695.63624,Miami,Miami-Dade County,450000,33127,2016
152 NW 32 ST,25.806496,-80.198238,7.1,85.2,11,102517.6733,347482.3267,21,227496.1828,222503.8172,10695.63624,Miami,Miami-Dade County,450000,33127,2015
1250 Ocean Dr,25.783812,-80.130268,1.1,13.2,11,102517.6733,347482.3267,21,227496.1828,222503.8172,10695.63624,Miami Beach,Miami-Dade County,450000,33139,2019
100 LINCOLN RD,25.79045,-80.129027,13.9,166.8,11,102517.6733,347482.3267,21,227496.1828,222503.8172,10695.63624,Miami Beach,Miami-Dade County,450000,33139,2015
1818 Meridian Ave,25.794419,-80.136506,3.8,45.6,11,102517.6733,347482.3267,21,227496.1828,222503.8172,10695.63624,Miami Beach,Miami-Dade County,450000,33139,2015
121 NW 31st St,25.80595,-80.197736,13.9,166.8,11,68532.75,371467.25,21,152080.5,287919.5,7150,Miami,Miami-Dade County,440000,33127,2018
75 NW 33rd St,25.807654,-80.196886,0.4,4.8,11,47925,391975,21,106350,333550,5000,Miami,Miami-Dade County,439900,33127,2019
485 Brickell Ave,25.768746,-80.189522,5,60,11,102517.6733,336482.3267,21,227496.1828,211503.8172,10695.63624,Miami,Miami-Dade County,439000,33131,2019
76 NW 33rd St,25.807239,-80.19686,13.9,166.8,11,47925,387075,21,106350,328650,5000,Miami,Miami-Dade County,435000,33127,2018
1900 N Bayshore Dr,25.794627,-80.187087,13.9,166.8,11,102517.6733,327382.3267,21,227496.1828,202403.8172,10695.63624,Miami,Miami-Dade County,429900,33132,2016
1717 N BAYSHORE DR,25.791584,-80.186176,0.2,2.4,11,102517.6733,321582.3267,21,227496.1828,196603.8172,10695.63624,Miami,Miami-Dade County,424100,33132,2015
259 NW 33 ST,25.807563,-80.200524,5,60,11,47925,372075,21,106350,313650,5000,Miami,Miami-Dade County,420000,33127,2017
3 ISLAND AV,25.790996,-80.149694,0.3,3.6,11,102517.6733,317482.3267,21,227496.1828,192503.8172,10695.63624,Miami Beach,Miami-Dade County,420000,33139,2016
950 BRICKELL BAY DR,25.76501,-80.190169,3.6,43.2,11,102517.6733,317482.3267,21,227496.1828,192503.8172,10695.63624,Miami,Miami-Dade County,420000,33131,2015
510 OCEAN DR,25.774992,-80.132144,13.9,166.8,11,102517.6733,316482.3267,21,227496.1828,191503.8172,10695.63624,Miami Beach,Miami-Dade County,419000,33139,2014
1060 OCEAN DR,25.781246,-80.130759,8.2,98.4,11,102517.6733,312382.3267,21,227496.1828,187403.8172,10695.63624,Miami Beach,Miami-Dade County,414900,33139,2014
101 Ocean Dr,25.769745,-80.132686,8.2,98.4,11,102517.6733,307482.3267,21,227496.1828,182503.8172,10695.63624,Miami Beach,Miami-Dade County,410000,33139,2016
3451 NE 1 AV,25.809009,-80.18935,13.9,166.8,11,102517.6733,302482.3267,21,227496.1828,177503.8172,10695.63624,Miami,Miami-Dade County,405000,33137,2016
3010 NW 1st Avenue,25.80512,-80.197479,5,60,11,102517.6733,297482.3267,21,227496.1828,172503.8172,10695.63624,Miami,Miami-Dade County,400000,33127,2018
726 NW 3rd St,25.776494,-80.206767,13.9,166.8,11,71887.5,328112.5,21,159525,240475,7500,Miami,Miami-Dade County,400000,33128,2016
1525 PENNSYLVANIA AV,25.788193,-80.133856,5,60,11,102517.6733,297481.3267,21,227496.1828,172502.8172,10695.63624,Miami Beach,Miami-Dade County,399999,33139,2014
185 SW 7 ST,25.76827,-80.197037,13.9,166.8,11,102517.6733,297382.3267,21,227496.1828,172403.8172,10695.63624,Miami,Miami-Dade County,399900,33130,2017
1025 MICHIGAN AV,25.78116,-80.138328,13.9,166.8,11,102517.6733,297382.3267,21,227496.1828,172403.8172,10695.63624,Miami Beach,Miami-Dade County,399900,33139,2015
118 NW 35th St,25.809436,-80.197862,1.3,15.6,11,45528.75,353471.25,21,101032.5,297967.5,4750,Miami,Miami-Dade County,399000,33127,2017
888 BISCAYNE BL,25.782839,-80.189736,7.1,85.2,11,102517.6733,296482.3267,21,227496.1828,171503.8172,10695.63624,Miami,Miami-Dade County,399000,33132,2014
435 21st St,25.797529,-80.131597,7.1,85.2,11,102517.6733,296482.3267,21,227496.1828,171503.8172,10695.63624,Miami,Miami-Dade County,399000,33139,2012
485 BRICKELL AV,25.768746,-80.189522,0.3,3.6,11,102517.6733,296482.3267,21,227496.1828,171503.8172,10695.63624,Unincorporated Dade County,Miami-Dade County,399000,33131,2016
90 ALTON RD,25.769795,-80.138372,5,60,11,102517.6733,296482.3267,21,227496.1828,171503.8172,10695.63624,Miami Beach,Miami-Dade County,399000,33139,2015
49 NW 32nd St,25.806939,-80.196389,7.1,85.2,11,102517.6733,292482.3267,21,227496.1828,167503.8172,10695.63624,Miami,Miami-Dade County,395000,33127,2015
126 NW 33 ST,25.807201,-80.19794,5,60,11,102517.6733,292482.3267,21,227496.1828,167503.8172,10695.63624,Miami,Miami-Dade County,395000,33127,2015
2001 BISCAYNE BL,25.795291,-80.189025,7.1,85.2,11,102517.6733,292482.3267,21,227496.1828,167503.8172,10695.63624,Miami,Miami-Dade County,395000,33137,2015
3 ISLAND AV,25.790996,-80.149694,2.4,28.8,11,102517.6733,292482.3267,21,227496.1828,167503.8172,10695.63624,Miami Beach,Miami-Dade County,395000,33139,2015
90 NW 33RD ST,25.80723,-80.19716,13.9,166.8,11,102517.6733,287482.3267,21,227496.1828,162503.8172,10695.63624,Miami,Miami-Dade County,390000,33127,2015
90 SW 3 ST,25.77031,-80.195202,5.9,70.8,11,102517.6733,286482.3267,21,227496.1828,161503.8172,10695.63624,Miami,Miami-Dade County,389000,33130,2014
177 NW 35 ST,25.809831,-80.198911,0.6,7.2,11,102517.6733,282482.3267,21,227496.1828,157503.8172,10695.63624,Miami,Miami-Dade County,385000,33127,2014
2655 Collins Ave,25.803219,-80.1253,3.1,37.2,11,102517.6733,282482.3267,21,227496.1828,157503.8172,10695.63624,Miami Beach,Miami-Dade County,385000,33140,2017
1060 OCEAN DR,25.781246,-80.130759,13.9,166.8,11,102517.6733,282482.3267,21,227496.1828,157503.8172,10695.63624,Miami Beach,Miami-Dade County,385000,33139,2015
1040 BISCAYNE BL,25.784425,-80.18978,13.9,166.8,11,102517.6733,277482.3267,21,227496.1828,152503.8172,10695.63624,Miami,Miami-Dade County,380000,33132,2015
465 Brickell Ave,25.768956,-80.188899,5,60,11,102517.6733,276482.3267,21,227496.1828,151503.8172,10695.63624,Miami,Miami-Dade County,379000,33131,2018
41 SE 5th St,25.769112,-80.191786,7.5,90,11,102517.6733,276482.3267,21,227496.1828,151503.8172,10695.63624,Miami,Miami-Dade County,379000,33131,2017
1520 NW 1st Ave,25.78976,-80.196802,2.6,31.2,11,37669.05,337330.95,21,83591.1,291408.9,3930,Miami,Miami-Dade County,375000,33136,2019
267 NW 31st St,25.805819,-80.200642,1,12,11,69012,305988,21,153144,221856,7200,Miami,Miami-Dade County,375000,33127,2017
465 Ocean Dr,25.77442,-80.131345,8.9,106.8,11,102517.6733,272482.3267,21,227496.1828,147503.8172,10695.63624,Miami Beach,Miami-Dade County,375000,33139,2018
2000 N BAYSHORE DR,25.79521,-80.188272,7.1,85.2,11,102517.6733,270482.3267,21,227496.1828,145503.8172,10695.63624,Miami,Miami-Dade County,373000,33132,2015
480 NE 30 St,25.813153,-80.191714,13.9,166.8,11,102517.6733,267482.3267,21,227496.1828,142503.8172,10695.63624,Miami,Miami-Dade County,370000,33137,2019
105 NW 31 ST,25.80596,-80.197426,3.1,37.2,11,102517.6733,266482.3267,21,227496.1828,141503.8172,10695.63624,Miami,Miami-Dade County,369000,33127,2014
3 Island Ave,25.790996,-80.149694,0.2,2.4,11,102517.6733,266482.3267,21,227496.1828,141503.8172,10695.63624,Miami Beach,Miami-Dade County,369000,33139,2018
511 NW 34th Street,25.808492,-80.203879,5,60,11,102517.6733,262482.3267,21,227496.1828,137503.8172,10695.63624,Miami,Miami-Dade County,365000,33127,2019
543 NW 35th St,25.809538,-80.204378,13.9,166.8,11,64698.75,300301.25,21,143572.5,221427.5,6750,Miami,Miami-Dade County,365000,33127,2018
266 NW 32nd St,25.806335,-80.200664,13.9,166.8,11,68053.5,296946.5,21,151017,213983,7100,Miami,Miami-Dade County,365000,33127,2016
1215 WEST AV,25.783029,-80.141886,5,60,11,102517.6733,260482.3267,21,227496.1828,135503.8172,10695.63624,Miami Beach,Miami-Dade County,363000,33139,2017
3 Island Ave,25.790996,-80.149694,7.1,85.2,11,102517.6733,257370.3267,21,227496.1828,132391.8172,10695.63624,Miami Beach,Miami-Dade County,359888,33139,2018
33 NW 34 TE,25.809166,-80.196321,13.9,166.8,11,102517.6733,256482.3267,21,227496.1828,131503.8172,10695.63624,Miami,Miami-Dade County,359000,33127,2014
1900 N BAYSHORE DR,25.794627,-80.187087,7.1,85.2,11,102517.6733,256482.3267,21,227496.1828,131503.8172,10695.63624,Miami,Miami-Dade County,359000,33132,2014
1100 WEST AVE,25.781948,-80.142781,8.2,98.4,11,102517.6733,250482.3267,21,227496.1828,125503.8172,10695.63624,Miami Beach,Miami-Dade County,353000,33139,2014
580 NW 34th St,25.80806,-80.204966,5,60,11,102517.6733,247482.3267,21,227496.1828,122503.8172,10695.63624,Miami,Miami-Dade County,350000,33127,2016
3 ISLAND AV,25.790996,-80.149694,1.3,15.6,11,102517.6733,247482.3267,21,227496.1828,122503.8172,10695.63624,Miami Beach,Miami-Dade County,350000,33139,2015
236 SW 4 AV,25.771304,-80.201176,13.9,166.8,11,102517.6733,247482.3267,21,227496.1828,122503.8172,10695.63624,Miami,Miami-Dade County,350000,33130,2015
641 NW 7TH STREET RD,25.780178,-80.207564,13.9,166.8,11,102517.6733,247382.3267,21,227496.1828,122403.8172,10695.63624,Miami,Miami-Dade County,349900,33136,2014
1437 Collins Ave,25.787014,-80.13034,1.5,18,11,102517.6733,247382.3267,21,227496.1828,122403.8172,10695.63624,Miami Beach,Miami-Dade County,349900,33139,2016
1611 MERIDIAN AV,25.789478,-80.136185,8.7,104.4,11,102517.6733,246482.3267,21,227496.1828,121503.8172,10695.63624,Miami Beach,Miami-Dade County,349000,33139,2014
