ADDRESS,LATITUDE,LONGITUDE,ALTITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,% 30,2060 Med,Damage 2060,Damage Done 60,% 60,LOT SIZE,CITY,COUNTY,LIST PRICE,ZIP CODE,year
1215 West Ave,25.783029,-80.141886,5,60,11,102517.6733,212482.3267,32.54529312,21,227496.1828,87503.81724,72.2210104,10695.63624,Miami Beach,Miami-Dade County,315000,33139,2016
1100 West Ave,25.781948,-80.142781,1.5,18,11,102517.6733,197482.3267,34.17255778,21,227496.1828,72503.81724,75.83206092,10695.63624,Miami Beach,Miami-Dade County,300000,33139,2019
1950 NW 3rd Ave,25.794283,-80.200574,0.3,3.6,11,102517.6733,197382.3267,34.18395243,21,227496.1828,72403.81724,75.8573467,10695.63624,Miami,Miami-Dade County,299900,33136,2019
1215 West Ave,25.783029,-80.141886,2,24,11,102517.6733,196482.3267,34.28684727,21,227496.1828,71503.81724,76.08567985,10695.63624,Miami Beach,Miami-Dade County,299000,33139,2016
31 SE 5th St,25.769673,-80.192003,3,36,11,102517.6733,196482.3267,34.28684727,21,227496.1828,71503.81724,76.08567985,10695.63624,Miami,Miami-Dade County,299000,33131,2019
12100 Bimini Bay st  (tree house),0,0,13.9,166.8,11,102517.6733,196482.3267,34.28684727,21,227496.1828,71503.81724,76.08567985,10695.63624,Other County - Not In USA,Other County,299000,0,2019
2927 NW 6 Ave,25.804236,-80.205143,13.9,166.8,11,17732.25,277267.75,6.010932203,21,39349.5,255650.5,13.33881356,1850,Miami,Miami-Dade County,295000,33127,2018
401 Collins Ave,25.773616,-80.132874,13.9,166.8,11,102517.6733,192482.3267,34.75175367,21,227496.1828,67503.81724,77.11735009,10695.63624,Miami Beach,Miami-Dade County,295000,33139,2019
1100 West Ave,25.781948,-80.142781,0.9,10.8,11,102517.6733,192482.3267,34.75175367,21,227496.1828,67503.81724,77.11735009,10695.63624,Miami Beach,Miami-Dade County,295000,33139,2019
3 Island Ave,25.790996,-80.149694,13.9,166.8,11,102517.6733,176482.3267,36.74468578,21,227496.1828,51503.81724,81.53985045,10695.63624,Miami Beach,Miami-Dade County,279000,33139,2018
234 NE 3,25.777024,-80.17365,5,60,11,102517.6733,175482.3267,36.87686091,21,227496.1828,50503.81724,81.83315927,10695.63624,Miami,Miami-Dade County,278000,33132,2019
1110 Venetian Way,25.789698,-80.17265,0.3,3.6,11,102517.6733,147482.3267,41.00706933,21,227496.1828,22503.81724,90.9984731,10695.63624,Miami Beach,Miami-Dade County,250000,33139,2019
3 ISLAND AVE,25.790996,-80.149694,13.9,166.8,11,102517.6733,147382.3267,41.02347872,21,227496.1828,22403.81724,91.03488706,10695.63624,Miami Beach,Miami-Dade County,249900,33139,2018
1150 Euclid Ave,25.782596,-80.135483,13.9,166.8,11,102517.6733,142482.3267,41.8439483,21,227496.1828,17503.81724,92.8555848,10695.63624,Miami Beach,Miami-Dade County,245000,33139,2019
1446 Ocean Drive,25.78687,-80.129835,0.4,4.8,11,102517.6733,137482.3267,42.71569722,21,227496.1828,12503.81724,94.79007615,10695.63624,Miami Beach,Miami-Dade County,240000,33139,2019
350 Collins Ave,25.773188,-80.133644,3.6,43.2,11,102517.6733,132481.3267,43.62472748,21,227496.1828,7502.81724,96.80729823,10695.63624,Miami Beach,Miami-Dade County,234999,33139,2019
401 Collins Ave,25.773616,-80.132874,5,60,11,102517.6733,126482.3267,44.76754294,21,227496.1828,1503.81724,99.34331125,10695.63624,Miami Beach,Miami-Dade County,229000,33139,2019
350 Collins Ave,25.773188,-80.133644,0.1,1.2,11,102517.6733,122482.3267,45.56341037,21,227496.1828,-2496.18276,101.1094146,10695.63624,Miami Beach,Miami-Dade County,225000,33139,2019
350 Collins Ave,25.773188,-80.133644,2.6,31.2,11,102517.6733,117482.3267,46.59894242,21,227496.1828,-7496.18276,103.4073558,10695.63624,Miami Beach,Miami-Dade County,220000,33139,2019
945 Meridian Ave,25.780254,-80.135925,5,60,11,102517.6733,115982.3267,46.91884363,21,227496.1828,-8996.18276,104.1172461,10695.63624,Miami Beach,Miami-Dade County,218500,33139,2019
428 Collins Ave,25.774038,-80.133457,8.9,106.8,11,102517.6733,96482.32667,51.51641876,21,227496.1828,-28496.18276,114.3196898,10695.63624,Miami Beach,Miami-Dade County,199000,33139,2019
135 3rd St,25.772369,-80.133156,2.1,25.2,11,102517.6733,95982.32667,51.64618304,21,227496.1828,-28996.18276,114.6076487,10695.63624,Miami Beach,Miami-Dade County,198500,33139,2019
3025 Indian Creek Dr,25.806632,-80.125467,3.4,40.8,11,102517.6733,95482.32667,51.77660269,21,227496.1828,-29496.18276,114.897062,10695.63624,Miami Beach,Miami-Dade County,198000,33140,2019
3 Island Ave,25.790996,-80.149694,0.3,3.6,11,102517.6733,84982.32667,54.67609244,21,227496.1828,-39996.18276,121.3312975,10695.63624,Miami Beach,Miami-Dade County,187500,33139,2019
1525 Meridian Ave,25.788049,-80.136139,2.3,27.6,11,102517.6733,82482.32667,55.41495856,21,227496.1828,-42496.18276,122.9709096,10695.63624,Miami Beach,Miami-Dade County,185000,33139,2018
1060 Pennsylvania Ave,25.781715,-80.13436,7.1,85.2,11,102517.6733,77382.32667,56.98592181,21,227496.1828,-47596.18276,126.4570221,10695.63624,Miami Beach,Miami-Dade County,179900,33139,2019
1525 Meridian Ave,25.788049,-80.136139,7.1,85.2,11,102517.6733,76482.32667,57.2724432,21,227496.1828,-48496.18276,127.0928395,10695.63624,Miami Beach,Miami-Dade County,179000,33139,2019
1525 Meridian Ave,25.788049,-80.136139,6.7,80.4,11,102517.6733,61482.32667,62.51077642,21,227496.1828,-63496.18276,138.7171846,10695.63624,Miami Beach,Miami-Dade County,164000,33139,2019
1050 Pennsylvania Ave,25.781715,-80.13436,13.9,166.8,11,102517.6733,47482.32667,68.34511555,21,227496.1828,-77496.18276,151.6641218,10695.63624,Miami Beach,Miami-Dade County,150000,33139,2019
636 Meridian Ave,25.776512,-80.136451,5,60,11,102517.6733,47482.32667,68.34511555,21,227496.1828,-77496.18276,151.6641218,10695.63624,Miami Beach,Miami-Dade County,150000,33139,2019
945 Meridian Ave,25.780254,-80.135925,6.7,80.4,11,102517.6733,27382.32667,78.92045676,21,227496.1828,-97596.18276,175.1317804,10695.63624,Miami Beach,Miami-Dade County,129900,33139,2019
544 Michigan Ave,25.775347,-80.138665,0.4,4.8,11,102517.6733,26482.32667,79.4710646,21,227496.1828,-98496.18276,176.35363,10695.63624,Miami Beach,Miami-Dade County,129000,33139,2019
1004 Pennsylvania Ave,25.780802,-80.134324,5,60,11,102517.6733,16982.32667,85.78884798,21,227496.1828,-107996.1828,190.3733747,10695.63624,Miami Beach,Miami-Dade County,119500,33139,2017
4-5 Star Island Dr,25.775939,-80.151309,6.3,75.6,11,766800,39233200,1.917,21,1701600,38298400,4.254,80000,Miami Beach,Miami-Dade County,40000000,33139,2018
73 PALM AV,25.779183,-80.158955,7.1,85.2,11,287550,29212450,0.9747457627,21,638100,28861900,2.163050847,30000,Miami Beach,Miami-Dade County,29500000,33139,2014
23 Star Island Dr,25.780338,-80.150161,7.1,85.2,11,773164.44,28226835.56,2.666084276,21,1715723.28,27284276.72,5.916287172,80664,Miami Beach,Miami-Dade County,29000000,33139,2017
212 W Dilido Drive,25.788749,-80.159674,7.1,85.2,11,201285,28298715,0.7062631579,21,446670,28053330,1.567263158,21000,Miami Beach,Miami-Dade County,28500000,33139,2016
428 S HIBISCUS DR,25.78463,-80.16533,3.6,43.2,11,102517.6733,27897482.33,0.3661345476,21,227496.1828,27772503.82,0.812486367,10695.63624,Miami Beach,Miami-Dade County,28000000,33139,2019
1600 W 25th St,25.800948,-80.1442,0.3,3.6,11,230806.8,26269193.2,0.8709690566,21,512181.6,25987818.4,1.932760755,24080,Miami Beach,Miami-Dade County,26500000,33140,2018
2920 N Bay Rd,25.805813,-80.140447,8.9,106.8,11,102517.6733,24797482.33,0.4117175636,21,227496.1828,24672503.82,0.9136392882,10695.63624,Miami Beach,Miami-Dade County,24900000,33140,2016
15 PALM AV,25.778251,-80.156882,7.4,88.8,11,169405.29,22330594.71,0.7529124,21,375925.98,22124074.02,1.670782133,17674,Miami Beach,Miami-Dade County,22500000,33139,2015
2125 Lake Avenue,25.79779,-80.141607,7.1,85.2,11,191968.38,21708031.62,0.8765679452,21,425995.56,21474004.44,1.945185205,20028,Miami Beach,Miami-Dade County,21900000,33140,2018
8 W Rivo Alto Dr,25.787979,-80.155043,0.4,4.8,11,134851.365,19860148.64,0.6744254314,21,299247.63,19695752.37,1.496612303,14069,Miami Beach,Miami-Dade County,19995000,33139,2017
126 W San Marino Dr,25.789766,-80.163685,8,96,11,150963.75,19749036.25,0.758611809,21,335002.5,19564997.5,1.683429648,15750,Miami Beach,Miami-Dade County,19900000,33139,2017
1800 W 25th St,25.8009,-80.146287,7.1,85.2,11,239625,19260375,1.228846154,21,531750,18968250,2.726923077,25000,Miami Beach,Miami-Dade County,19500000,33140,2016
3114 N Bay Rd,25.808793,-80.13784,4.3,51.6,11,196492.5,18303507.5,1.062121622,21,436035,18063965,2.356945946,20500,Miami Beach,Miami-Dade County,18500000,33140,2017
1435 W 27th St,25.802916,-80.143016,5,60,11,191700,17708300,1.070949721,21,425400,17474600,2.376536313,20000,Miami Beach,Miami-Dade County,17900000,33140,2019
190 Palm Ave,25.780041,-80.163892,1,12,11,287550,17562450,1.61092437,21,638100,17211900,3.574789916,30000,Miami Beach,Miami-Dade County,17850000,33139,2017
2318 N BAY RD,25.801862,-80.139639,3.3,39.6,11,238283.1,16661716.9,1.409959172,21,528772.2,16371227.8,3.128829586,24860,Miami Beach,Miami-Dade County,16900000,33140,2015
1771 N View Dr,25.804673,-80.146686,3.1,37.2,11,211761.405,15688238.6,1.331832736,21,469918.11,15430081.89,2.955459811,22093,Miami Beach,Miami-Dade County,15900000,33140,2018
151 N HIBISCUS DR,25.783207,-80.158723,7.1,85.2,11,102517.6733,15397482.33,0.6614043441,21,227496.1828,15272503.82,1.467717308,10695.63624,Miami Beach,Miami-Dade County,15500000,33139,2015
303 E Rivo Alto Dr,25.792161,-80.154317,5,60,11,102517.6733,14897482.33,0.6834511555,21,227496.1828,14772503.82,1.516641218,10695.63624,Miami Beach,Miami-Dade County,15000000,33139,2015
306 W SAN MARINO DR,25.791865,-80.163809,3.7,44.4,11,100642.5,14894357.5,0.6711737246,21,223335,14771665,1.489396465,10500,Miami Beach,Miami-Dade County,14995000,33139,2015
943 N VENETIAN DR,25.790789,-80.175808,14.2,170.4,11,102517.6733,14797482.33,0.688038076,21,227496.1828,14672503.82,1.526820019,10695.63624,Miami Beach,Miami-Dade County,14900000,33139,2013
2305 Lake Ave,25.799084,-80.141746,13.9,166.8,11,228669.345,14271330.66,1.577029966,21,507438.39,13992561.61,3.499575103,23857,Miami Beach,Miami-Dade County,14500000,33140,2017
1374 S Venetian Way,25.789805,-80.167526,2.3,27.6,11,100642.5,13799357.5,0.7240467626,21,223335,13676665,1.606726619,10500,Miami Beach,Miami-Dade County,13900000,33139,2016
44 W RIVO ALTO DR,25.788991,-80.155732,13.9,166.8,11,102517.6733,13797482.33,0.7375372182,21,227496.1828,13672503.82,1.636663185,10695.63624,Miami Beach,Miami-Dade County,13900000,33139,2015
166 PALM AV,25.779684,-80.163071,3,36,11,102517.6733,13797482.33,0.7375372182,21,227496.1828,13672503.82,1.636663185,10695.63624,Miami Beach,Miami-Dade County,13900000,33139,2015
709 E DILIDO DR,25.79379,-80.158387,13.9,166.8,11,102517.6733,13697482.33,0.7428816908,21,227496.1828,13572503.82,1.648523063,10695.63624,Miami Beach,Miami-Dade County,13800000,33139,2015
1142 N VENETIAN DR,25.790735,-80.171909,7.1,85.2,11,102517.6733,12797482.33,0.794710646,21,227496.1828,12672503.82,1.7635363,10695.63624,Miami Beach,Miami-Dade County,12900000,33139,2013
2345 LAKE AV,25.800073,-80.142,5,60,11,102517.6733,12797482.33,0.794710646,21,227496.1828,12672503.82,1.7635363,10695.63624,Miami Beach,Miami-Dade County,12900000,33140,2014
2315 Lake Ave,25.799309,-80.141636,7.1,85.2,11,270210.735,12229789.27,2.16168588,21,599622.57,11900377.43,4.79698056,28191,Miami Beach,Miami-Dade County,12500000,33140,2017
700 W Dilido Dr,25.793591,-80.159944,2.8,33.6,11,134190,12360810,1.07394958,21,297780,12197220,2.383193277,14000,Miami Beach,Miami-Dade County,12495000,33139,2016
16 W Dilido Dr,25.786556,-80.159056,13.9,166.8,11,160088.67,11339911.33,1.392075391,21,355251.54,11144748.46,3.089143826,16702,Miami Beach,Miami-Dade County,11500000,33139,2017
440 W DILIDO DR,25.791227,-80.15981,5,60,11,102517.6733,11396482.33,0.8915355538,21,227496.1828,11271503.82,1.978399711,10695.63624,Miami Beach,Miami-Dade County,11499000,33139,2015
241 E San Marino Dr,25.791154,-80.16218,7.1,85.2,11,167737.5,11082262.5,1.491,21,372225,10877775,3.308666667,17500,Miami Beach,Miami-Dade County,11250000,33139,2018
28 W Dilido Dr,25.786769,-80.159469,12.1,145.2,11,128515.68,10871484.32,1.168324364,21,285188.16,10714811.84,2.592619636,13408,Miami Beach,Miami-Dade County,11000000,33139,2017
28 W SAN MARINO DR,25.788538,-80.16354,13.9,166.8,11,102517.6733,10847482.33,0.9362344596,21,227496.1828,10722503.82,2.07759071,10695.63624,Miami Beach,Miami-Dade County,10950000,33139,2015
1647 N VIEW DR,25.80576,-80.145403,7.1,85.2,11,102517.6733,10797482.33,0.9405291131,21,227496.1828,10672503.82,2.087120943,10695.63624,Miami Beach,Miami-Dade County,10900000,33140,2013
1374 S Venetian Way A,25.789805,-80.167526,4.7,56.4,11,100642.5,10699357.5,0.931875,21,223335,10576665,2.067916667,10500,Miami,Miami-Dade County,10800000,33139,2018
166 PALM AV,25.779684,-80.163071,7.9,94.8,11,102517.6733,10397482.33,0.9763587936,21,227496.1828,10272503.82,2.166630312,10695.63624,Miami Beach,Miami-Dade County,10500000,33139,2014
401 E RIVO ALTO DR,25.793138,-80.154379,5,60,11,102517.6733,9887482.327,1.026202936,21,227496.1828,9762503.817,2.277239067,10695.63624,Miami Beach,Miami-Dade County,9990000,33139,2014
3080 N Bay Rd,25.808186,-80.138445,2.9,34.8,11,196492.5,9703507.5,1.984772727,21,436035,9463965,4.404393939,20500,Miami Beach,Miami-Dade County,9900000,33140,2018
135 Palm Ave,25.78013,-80.161143,0.9,10.8,11,102517.6733,9597482.327,1.05688323,21,227496.1828,9472503.817,2.345321472,10695.63624,Miami Beach,Miami-Dade County,9700000,33139,2015
815 E DILIDO DR,25.794776,-80.158451,5,60,11,102517.6733,9397482.327,1.079133403,21,227496.1828,9272503.817,2.394696661,10695.63624,Miami Beach,Miami-Dade County,9500000,33139,2018
112 PALM AV,25.778733,-80.160873,0.1,1.2,11,102517.6733,9097482.327,1.114322536,21,227496.1828,8972503.817,2.472784595,10695.63624,Miami Beach,Miami-Dade County,9200000,33139,2014
608 W DiLido Dr,25.792877,-80.15988,0.3,3.6,11,100642.5,8849357.5,1.124497207,21,223335,8726665,2.495363128,10500,Miami Beach,Miami-Dade County,8950000,33139,2019
314 W San Marino Dr,25.792035,-80.163819,2.5,30,11,100642.5,8849357.5,1.124497207,21,223335,8726665,2.495363128,10500,Miami Beach,Miami-Dade County,8950000,33139,2017
3040 N BAY RD,25.807784,-80.138869,13.9,166.8,11,102517.6733,8847482.327,1.145448864,21,227496.1828,8722503.817,2.541856791,10695.63624,Miami Beach,Miami-Dade County,8950000,33140,2014
121 N HIBISCUS DR,25.782891,-80.157976,5,60,11,102517.6733,8797482.327,1.15188397,21,227496.1828,8672503.817,2.556136885,10695.63624,Miami Beach,Miami-Dade County,8900000,33139,2015
830 W Dilido Dr,25.795281,-80.159681,5,60,11,128515.68,8571484.32,1.477191724,21,285188.16,8414811.84,3.278024828,13408,Miami Beach,Miami-Dade County,8700000,33139,2018
1600 W 25 ST,25.800948,-80.1442,7.1,85.2,11,102517.6733,8497482.327,1.192065969,21,227496.1828,8372503.817,2.645304451,10695.63624,Miami Beach,Miami-Dade County,8600000,33140,2014
130 PALM AV,25.77897,-80.161425,2,24,11,102517.6733,8497482.327,1.192065969,21,227496.1828,8372503.817,2.645304451,10695.63624,Miami Beach,Miami-Dade County,8600000,33139,2014
10 W San Marino Dr,25.788143,-80.162961,5,60,11,122419.62,8377580.38,1.440230824,21,271660.44,8228339.56,3.196005176,12772,Miami Beach,Miami-Dade County,8500000,33139,2017
2767 SUNSET DR,25.804133,-80.144876,1.3,15.6,11,102517.6733,8397482.327,1.206090274,21,227496.1828,8272503.817,2.67642568,10695.63624,Miami Beach,Miami-Dade County,8500000,33140,2011
227 E DILIDO DR,25.789165,-80.158119,0.3,3.6,11,102517.6733,8397482.327,1.206090274,21,227496.1828,8272503.817,2.67642568,10695.63624,Miami Beach,Miami-Dade County,8500000,33139,2013
2979 Flamingo Dr,25.807216,-80.126216,7.1,85.2,11,155612.475,8339387.525,1.831812537,21,345318.45,8149681.55,4.064961154,16235,Miami Beach,Miami-Dade County,8495000,33140,2016
280 S HIBISCUS DR,25.78311,-80.162195,13.9,166.8,11,102517.6733,8347482.327,1.213226903,21,227496.1828,8222503.817,2.692262518,10695.63624,Miami Beach,Miami-Dade County,8450000,33139,2015
1374 S VENETIAN WAY,25.789805,-80.167526,5,60,11,102517.6733,8297482.327,1.220448492,21,227496.1828,8172503.817,2.70828789,10695.63624,Miami Beach,Miami-Dade County,8400000,33139,2013
1353 N Venetian Way,25.791136,-80.167759,4,48,11,201285,7788715,2.519211514,21,446670,7543330,5.590362954,21000,Miami,Miami-Dade County,7990000,33139,2018
102 S Hibiscus Dr,25.781467,-80.158419,0.3,3.6,11,102517.6733,7797482.327,1.297692067,21,227496.1828,7672503.817,2.879698516,10695.63624,Miami Beach,Miami-Dade County,7900000,33139,2016
314 W San Marino Dr,25.792035,-80.163819,5.6,67.2,11,102517.6733,7797482.327,1.297692067,21,227496.1828,7672503.817,2.879698516,10695.63624,Miami Beach,Miami-Dade County,7900000,33139,2016
1201 N VENETIAN WY,25.790537,-80.170745,5.1,61.2,11,102517.6733,7797482.327,1.297692067,21,227496.1828,7672503.817,2.879698516,10695.63624,Miami Beach,Miami-Dade County,7900000,33139,2015
3026 N BAY RD,25.807577,-80.139064,7.1,85.2,11,102517.6733,7797482.327,1.297692067,21,227496.1828,7672503.817,2.879698516,10695.63624,Miami Beach,Miami-Dade County,7900000,33140,2014
350 S HIBISCUS DR,25.783701,-80.163561,5,60,11,102517.6733,7697482.327,1.314329145,21,227496.1828,7572503.817,2.916617728,10695.63624,Miami Beach,Miami-Dade County,7800000,33139,2014
50 S Pointe Dr,25.767864,-80.132822,0.2,2.4,11,102517.6733,7697482.327,1.314329145,21,227496.1828,7572503.817,2.916617728,10695.63624,Miami Beach,Miami-Dade County,7800000,33139,2018
412 W DILIDO DR,25.790373,-80.159768,7.1,85.2,11,102517.6733,7397482.327,1.366902311,21,227496.1828,7272503.817,3.033282437,10695.63624,Miami Beach,Miami-Dade County,7500000,33139,2015
11 PALM AV,25.778065,-80.156769,5,60,11,102517.6733,7397482.327,1.366902311,21,227496.1828,7272503.817,3.033282437,10695.63624,Miami Beach,Miami-Dade County,7500000,33139,2011
1460 W 28 ST,25.804132,-80.14337,5,60,11,102517.6733,7396482.327,1.367084589,21,227496.1828,7271503.817,3.033686928,10695.63624,Miami Beach,Miami-Dade County,7499000,33140,2014
241 E SAN MARINO DR,25.791154,-80.16218,3.7,44.4,11,102517.6733,7247482.327,1.394798277,21,227496.1828,7122503.817,3.09518616,10695.63624,Miami Beach,Miami-Dade County,7350000,33139,2015
1833 W 24 ST,25.799976,-80.146261,1.6,19.2,11,102517.6733,7247482.327,1.394798277,21,227496.1828,7122503.817,3.09518616,10695.63624,Miami Beach,Miami-Dade County,7350000,33140,2015
303 E Dilido Dr,25.789332,-80.158129,12.1,145.2,11,100642.5,7199357.5,1.378664384,21,223335,7076665,3.059383562,10500,Miami Beach,Miami-Dade County,7300000,33139,2018
100 S Pointe Dr,25.766816,-80.132849,0.7,8.4,11,102517.6733,7182482.327,1.407243285,21,227496.1828,7057503.817,3.122802783,10695.63624,Miami Beach,Miami-Dade County,7285000,33139,2017
220 W Dilido Dr,25.788915,-80.159684,0.3,3.6,11,100642.5,6849357.5,1.448093525,21,223335,6726665,3.213453237,10500,Miami Beach,Miami-Dade County,6950000,33139,2018
2018 N Bay Rd,25.796682,-80.141053,5,60,11,137065.5,6762934.5,1.986456522,21,304161,6595839,4.408130435,14300,Miami Beach,Miami-Dade County,6900000,33140,2017
426 W SAN MARINO DR,25.793199,-80.16347,3.3,39.6,11,123704.01,6776295.99,1.792811739,21,274510.62,6625489.38,3.978414783,12906,Miami Beach,Miami-Dade County,6900000,33139,2016
2300 SUNSET DR,25.799328,-80.144901,0.3,3.6,11,112863.375,6787136.625,1.635701087,21,250454.25,6649545.75,3.629771739,11775,Miami Beach,Miami-Dade County,6900000,33140,2015
215 E Dilido Dr,25.788826,-80.158101,7.1,85.2,11,102517.6733,6792482.327,1.486840802,21,227496.1828,6667503.817,3.299437023,10695.63624,Miami Beach,Miami-Dade County,6895000,33139,2016
1520 W 21 ST,25.796727,-80.143624,3.1,37.2,11,102517.6733,6792482.327,1.486840802,21,227496.1828,6667503.817,3.299437023,10695.63624,Miami Beach,Miami-Dade County,6895000,33140,2015
1413 N VENETIAN WY,25.791387,-80.166813,6,72,11,128266.47,6671733.53,1.886271618,21,284635.14,6515364.86,4.185810882,13382,Miami Beach,Miami-Dade County,6800000,33139,2018
29 E San Marino Dr,25.788604,-80.162107,0.4,4.8,11,102517.6733,6647482.327,1.518780346,21,227496.1828,6522503.817,3.370313819,10695.63624,Miami Beach,Miami-Dade County,6750000,33139,2015
510 W Dilido Dr,25.792199,-80.159865,1.8,21.6,11,100642.5,6598357.5,1.502351097,21,223335,6475665,3.333855799,10500,Miami Beach,Miami-Dade County,6699000,33139,2017
1236 S Venetian Way,25.789594,-80.170048,7.1,85.2,11,128266.47,6521733.53,1.928819098,21,284635.14,6365364.86,4.280227669,13382,Miami,Miami-Dade County,6650000,33139,2016
233 N Coconut Ln,25.781749,-80.164589,4,48,11,67095,6432904,1.032230928,21,148890,6351109,2.290615737,7000,Miami Beach,Miami-Dade County,6499999,33139,2018
205 E SAN MARINO DR,25.790037,-80.162115,7.1,85.2,11,102517.6733,6397382.327,1.577219239,21,227496.1828,6272403.817,3.499995119,10695.63624,Miami Beach,Miami-Dade County,6499900,33139,2015
40 W San Marino Dr,25.788894,-80.163634,0.6,7.2,11,102517.6733,6392482.327,1.578409135,21,227496.1828,6267503.817,3.502635608,10695.63624,Miami Beach,Miami-Dade County,6495000,33139,2016
35 E SAN MARINO DR,25.788784,-80.162076,13.9,166.8,11,123704.01,6371295.99,1.904603695,21,274510.62,6220489.38,4.226491455,12906,Miami Beach,Miami-Dade County,6495000,33139,2016
2901 FLAMINGO DR,25.805578,-80.126831,13.9,166.8,11,102517.6733,6392482.327,1.578409135,21,227496.1828,6267503.817,3.502635608,10695.63624,Miami Beach,Miami-Dade County,6495000,33140,2015
250 S COCONUT LN,25.780655,-80.16598,3.5,42,11,102517.6733,6392482.327,1.578409135,21,227496.1828,6267503.817,3.502635608,10695.63624,Miami Beach,Miami-Dade County,6495000,33139,2015
429 N HIBISCUS DR,25.785571,-80.164934,7.1,85.2,11,102517.6733,6347482.327,1.589421292,21,227496.1828,6222503.817,3.527072601,10695.63624,Miami Beach,Miami-Dade County,6450000,33139,2015
1000 S Pointe Dr,25.76873,-80.137624,0.3,3.6,11,102517.6733,6347482.327,1.589421292,21,227496.1828,6222503.817,3.527072601,10695.63624,Miami Beach,Miami-Dade County,6450000,33139,2017
295 N COCONUT LN,25.782736,-80.166793,-0.1,-1.2,11,102517.6733,6347482.327,1.589421292,21,227496.1828,6222503.817,3.527072601,10695.63624,Miami Beach,Miami-Dade County,6450000,33139,2015
1520 W 21st St,25.796727,-80.143624,5,60,11,83389.5,6111610.5,1.346077482,21,185049,6009951,2.987070218,8700,Miami Beach,Miami-Dade County,6195000,33140,2017
2228 Park Ave,25.798917,-80.130271,0.6,7.2,11,102517.6733,5897482.327,1.708627889,21,227496.1828,5772503.817,3.791603046,10695.63624,Miami Beach,Miami-Dade County,6000000,33139,2018
2300 Sunset Dr,25.799328,-80.144901,3.1,37.2,11,125640.18,5864359.82,2.097498831,21,278807.16,5711192.84,4.654543573,13108,Miami Beach,Miami-Dade County,5990000,33140,2018
308 S COCONUT LN,25.781678,-80.167969,2.8,33.6,11,102517.6733,5887482.327,1.711480356,21,227496.1828,5762503.817,3.797932934,10695.63624,Miami Beach,Miami-Dade County,5990000,33139,2015
150 S HIBISCUS DR,25.781863,-80.159426,13.9,166.8,11,100642.5,5874357.5,1.684393305,21,223335,5751665,3.737824268,10500,Miami Beach,Miami-Dade County,5975000,33139,2016
60 W Rivo Alto Dr,25.789193,-80.155743,13.9,166.8,11,100642.5,5849357.5,1.691470588,21,223335,5726665,3.753529412,10500,Miami Beach,Miami-Dade County,5950000,33139,2018
102 24th Street,25.799502,-80.126727,0.3,3.6,11,102517.6733,5847482.327,1.722986106,21,227496.1828,5722503.817,3.823465256,10695.63624,Miami Beach,Miami-Dade County,5950000,33139,2017
251 E SAN MARINO DR,25.791425,-80.162197,2.6,31.2,11,102517.6733,5847482.327,1.722986106,21,227496.1828,5722503.817,3.823465256,10695.63624,Miami Beach,Miami-Dade County,5950000,33139,2015
1101 N VENETIAN DR,25.791065,-80.172999,7.1,85.2,11,102517.6733,5847482.327,1.722986106,21,227496.1828,5722503.817,3.823465256,10695.63624,Miami Beach,Miami-Dade County,5950000,33139,2014
38 S HIBISCUS DR,25.780848,-80.156925,13.9,166.8,11,102517.6733,5847482.327,1.722986106,21,227496.1828,5722503.817,3.823465256,10695.63624,Miami Beach,Miami-Dade County,5950000,33139,2014
1710 W 23rd St,25.798825,-80.144617,2.4,28.8,11,125803.125,5774196.875,2.132256356,21,279168.75,5620831.25,4.731673729,13125,Miami Beach,Miami-Dade County,5900000,33140,2018
1431 W 22 ST,25.798118,-80.142427,0.3,3.6,11,125803.125,5774196.875,2.132256356,21,279168.75,5620831.25,4.731673729,13125,Miami Beach,Miami-Dade County,5900000,33140,2016
55 E SAN MARINO DR,25.788989,-80.162055,13.9,166.8,11,102517.6733,5797482.327,1.737587684,21,227496.1828,5672503.817,3.855867504,10695.63624,Miami Beach,Miami-Dade County,5900000,33139,2015
316 W Dilido Dr,25.789587,-80.159723,7.1,85.2,11,100642.5,5749357.5,1.720384615,21,223335,5626665,3.817692308,10500,Miami Beach,Miami-Dade County,5850000,33139,2018
2830 Sunset Dr,25.804956,-80.14548,3.3,39.6,11,102517.6733,5697482.327,1.767546092,21,227496.1828,5572503.817,3.922347979,10695.63624,Miami Beach,Miami-Dade County,5800000,33140,2016
228 W Dilido Dr,25.789082,-80.159693,5,60,11,100642.5,5649357.5,1.750304348,21,223335,5526665,3.884086957,10500,Miami Beach,Miami-Dade County,5750000,33139,2018
302 W Dilido Dr,25.789249,-80.159703,4,48,11,100642.5,5649357.5,1.750304348,21,223335,5526665,3.884086957,10500,Miami Beach,Miami-Dade County,5750000,33139,2018
165 N HIBISCUS DR,25.783275,-80.158881,5,60,11,102517.6733,5647482.327,1.782916058,21,227496.1828,5522503.817,3.956455352,10695.63624,Miami Beach,Miami-Dade County,5750000,33139,2016
125 OCEAN DR,25.770063,-80.132511,1,12,11,102517.6733,5647482.327,1.782916058,21,227496.1828,5522503.817,3.956455352,10695.63624,Miami Beach,Miami-Dade County,5750000,33139,2015
